subj_idx,rt,response,type,pre_Ne,pre_Pe
10,0.562,1,correct,7.31724325,2.910009745
10,0.647,1,correct,-7.396897367,-5.445360707
10,0.636,1,correct,-1.188738708,-5.438120992
10,0.732,0,correct,-7.809750332,-2.58335629
10,0.662,1,error,-13.98223682,-1.589152657
10,0.536,1,correct,-3.571314358,-1.11215374
10,0.486,1,correct,9.678969937,3.662083418
10,0.42,1,correct,8.296839311,3.48730778
10,0.488,1,correct,0.604183637,-2.050890978
10,0.42,1,correct,-2.383378691,-4.164141741
10,0.598,1,correct,9.048508251,6.16562993
10,0.504,1,correct,-10.38454199,-5.980561176
10,0.524,1,correct,5.531853108,2.135310115
10,0.704,1,correct,9.855113382,4.727823579
10,0.462,1,correct,7.142749906,6.86772657
10,0.408,1,correct,9.450457585,4.672758574
10,0.516,1,correct,-7.270237691,-5.149170436
10,0.532,1,correct,5.538870184,5.278180773
10,0.412,1,correct,9.164197778,6.471458325
10,0.6,1,correct,-1.345909347,-1.927812652
10,0.75,1,correct,6.249697823,3.295779865
10,0.59,1,correct,2.418981773,-4.032650519
10,0.466,1,correct,-7.212906664,-4.467049686
10,0.656,1,correct,0.226751447,-1.258655073
10,0.488,1,correct,5.553928495,2.223987323
10,0.512,0,correct,5.463807409,0.62300595
10,0.466,1,error,19.22457622,-11.47955067
10,0.526,1,correct,7.998611233,6.754553978
10,0.51,1,correct,-4.672681159,0.192753424
10,0.506,1,correct,5.713871118,-6.882875891
10,0.606,1,correct,-8.545402361,-4.377565297
10,0.686,1,correct,-7.280479705,-4.256977762
10,0.718,1,correct,-9.411699474,-7.367387396
10,0.756,1,correct,-7.951219763,-8.765920511
10,0.836,1,correct,-6.570580347,-4.832439841
10,0.66,1,correct,1.233437231,-5.721572689
10,0.556,1,correct,3.436195479,-2.514947453
10,0.622,1,correct,12.87723924,10.75560579
10,0.552,1,correct,6.775778826,2.375868497
10,0.448,1,correct,9.769327638,5.370777103
10,0.52,1,correct,3.287249797,-2.631682328
10,0.604,1,correct,3.320880961,2.585312213
